ID,transcription
Ses04F_impro07_F029,AND I GOT ACCEPTED TO YOU AS HEA PARTY
Ses04F_impro07_F030,RNO AND I GOT ACCEPTED TO YOU AS HAMES WIT HARDY
Ses04F_impro07_F031,RIGHT NAER AT ME
Ses04F_impro07_F032,THATS WHEN I GOT THE NOTHER ENNEMYS
Ses04F_impro07_F033,INOUT
Ses04F_impro07_F035,WHAT WOULD YOU HAVE IN MINE
Ses04F_impro07_F036,MATA
Ses04F_impro07_F038,ON OCCASION I'VE HEARD OF IT
Ses04F_impro07_F039,YAH DON'T KNOY HO
Ses04F_impro07_F040,I AM TOTALLY DOWN WITH THE ICE CREAM
Ses04F_impro07_F041,THERE WEYOU WEREN'T MAD OF HARTO NE
Ses04F_impro07_F042,ALL RIGHT MANSER
Ses04F_impro07_F044,BARTI
Ses04F_impro07_F047,AD OUT YOU
Ses04F_impro07_F048,O CAWLE THAT'S NOT TO HAVE HIM HURT WE DONON TALK ABOUT THAT
Ses04F_impro07_F049,IWELL NOW I MEAN I HAVE SOME SCHOLARSHIP AND SOME FINANCILATEN STUFF BY AFTTINO I'LL GET A JOB
Ses04F_impro07_F050,WHILE I'M IN SCHOOL MA GUN
Ses04F_impro07_F051,NO NO WORT DOUBT MAYBE I CAN WHORE YO RED LOBSTER
Ses04F_impro07_F052,O RIGHT DOWN THE STREET
Ses04F_impro07_F058,EXCELLENC DRIVE DRUNK PEOPLE AROUND CAUSE YOU KNOW THAT'S ALL CAMP SCREWZERS FOR
Ses04F_impro07_F059,OKAY NOW THAT'S DORKY
Ses04F_impro07_F060,JAC
Ses04F_impro07_F061,STUDENT COUNSIL
Ses04F_impro07_F062,NO IT'S DORKY
Ses04F_impro07_F063,SO SHE LAY WIN A L HOUR YOUR
Ses04F_impro07_F064,AHA
Ses04F_impro07_F065,
Ses04F_impro07_F066,NO BUT I'M THINKING I MIGHT YOU KNOW LIKE A DITION FOR PLAYERS AND THE I REALLY WANT TO DO THIS ROARITY THING I'M NOT REALLY FEELING THES YEI
Ses04F_impro07_F070,WHAT HAVE YOU HEARD ABOUT THE GREEKS CEDAVIA
Ses04F_impro07_F074,OHO OHO I AU SORRY MY MAD I'LL HAVE TO LET SIGN UP FOR SUMMER LESSONS FROM YOU BEFORE I GO YOU CAN TEACH ME HOW TON BE TOO BEFORE I CO TO CALLES YOU WRITE
Ses04F_impro07_F078,THAT'S WHICH SAYING AMRIESURI FIFTH ANPLE
Ses04F_impro07_F079,ME
Ses04M_impro01_F000,OKI IT'S THE PROBLEMER
Ses04M_impro01_F001,O K AM DO YOU HAVE YOUR FOTO IDEA WITH YOU
Ses04M_impro01_F002,OQU AH THIS IS THE WRONG FORM I'M SORREY
Ses04M_impro01_F012,TWENTY BOXS PLEADER GO GET IN THAT LINE OVER THERE
Ses04M_impro01_F018,SO GO GET IN THE OTHER LINE OR LEAVE OR I WILL HAVE YOU ESCORTED OUT BY SECURITIES
Ses04M_impro01_F019,WOULD YOU LIKE TO BE KICKED OUT OF THE DAMBI YOU DON'T THINK HAT W'LL BE A LITTLE EMBARRASSING
Ses04M_impro01_F021,THANK YOU HAVE A PLEASANT DAY
Ses04M_impro06_F000,HE HAIDON
Ses04M_impro06_F001,BE SORRY
Ses04M_impro06_F002,I KNOW OU KNOW THERE'S SOMETHING I CAN SAY THAT WE'RE REALLY HELP BUT
Ses04M_impro06_F003,AND I'M SORRY IT'S NEVER EASY
Ses04M_impro06_F004,BUT I'M HERE IF THERE'S ANYTHING YOU NEED I MAN YOU JUST HAVE TO ASK I KNOW
Ses04M_impro06_F005,IT DOESN'T REALLY DOANYTHING BUT
Ses04M_impro06_F006,NO IT NEVER IS
Ses04M_impro06_F007,HOW'S OM HOW DOES PARENTS DOING
Ses04M_impro06_F008,I MA WIT WITDYO WANT TO DO TO WHEN I TO IN T TALK ABOUT IT TOO
Ses04M_impro06_F009,E I KNOW IT'S NOT A LOT OF HELP FOR ANYTHING BUT AT LEAST YOU GOT TO KNOW I MI MEAN AT LEAST YOU HAD THE TIME WITH HIM THAT YOU DID
Ses04M_impro06_F010,I MEAN WE CAN BE GRATEFUL FOR THAT
Ses04M_impro06_F011,YOU FEEL THAT WAY NOW BECAUSE YOU'RE UPSET BUT YOU DON'T REALLY THINK THAT
Ses04M_impro06_F012,IT'LL GET BETTER I KNOW IT DOESN'T HELP BUT IT WILL GET BETTER AND YOU WILL REMEMBER ALL F THE GOOD THINGS THAT YOUE IAS HAD ALL F THE MEMORIES THAT YOU HAVE WITH HIM THAT WERE HAPPY AND YOU'LL BE GRATEFUL FOR THOSE
Ses04M_impro06_F014,I AGREE I KNEW HOW TO MAKE THAT HAPPEN I WOULD CERTAINLY HELP YOU
Ses04M_impro06_F015,WHO WENS THE SERVICE CAN CAN WE HELP IS THERE ANYTHING I MEAN
Ses04M_impro06_F016,SOME TAKABLE WORLD SAD THAN IT'S O PAY FOR YOU TO BE
Ses04M_impro06_F017,E
Ses04M_impro06_F018,I DON'T HAVE ANY MAGIC ANSWERS BUT
Ses04M_impro06_F019,I MEAN AS AS CLYCHET AS IT IS AS LONG AS PEOPLE WHO LOVED HIM REMEMBER HIM THAN IT'S NOT A WASTE YOU KNOW
Ses04M_script03_2_F000,THAT WAS THE FIRST TIME YOU EVER HIT ME
Ses04M_script03_2_F001,THE MANAGER CAME IN AND FOUND US ROLLING ABOUT ON THE FLOOR BITING AND SCRATCHING LIKE HAMP THERES OH DEAR
Ses04M_script03_2_F002,HOW RIDICULOUS HOW UTTERLY UTTERLY RIDICULOUS
Ses04M_script03_2_F003,AND VERY MUCH TILLIER
Ses04M_script03_2_F006,NOT AT ALL IT WAS VERY PRETTY I STILL HAVE IT AND I WEAR IT OFTEN
Ses04M_script03_2_F008,JUST A LITTLE PERHAPS NOTHING SERIOUS
Ses04M_script03_2_F009,LET HIM GISS HI
Ses04M_script03_2_F010,WHAT OF IT
Ses04M_script03_2_F014,NO THANKS
Ses04M_script03_2_F017,IT'S BECOME A HABIT WITH YOU
Ses04M_script03_2_F019,WHAT
Ses04M_script03_2_F022,OH NO IT ISN'T
Ses04M_script03_2_F023,UTH OH BE QUIET
Ses04M_script03_2_F024,SPEEDY DIN NIM ER BRANNY
Ses04M_script03_2_F026,ADDERS DON'T SNAP THEY STING
Ses04M_script03_2_F028,I DON'T CARE D YOU UNDERSTAND I DON'T CARE I DON'T MIND IF THEY BARK AND ROLL ABOUT LIKE HOOPS
Ses04M_script03_2_F029,YES I DID QUITE A LOT
Ses04M_script03_2_F030,MIND YOUR OWN BUSINESS
Ses04M_script03_2_F031,YOU'RE QUITE INSUFFERABLE I EXPECT IT'S BECAUSE YOU'RE DRUNK
Ses04M_script03_2_F032,YOU ALWAYS HAD A WEAK HEAD
Ses04M_script03_2_F033,ON THE CONTRARY A CHILD OF TWO COULD GET VIOLENTLY DRUNK ON ONLY ONE GLASS OF BRANDY
Ses04M_script03_2_F034,IH SHUT UP
Ses04M_script03_2_F035,NOT VERY FUNNY DEAR YOU'D BETTER HAVE SOME MORE BRANDY
Ses04M_script03_2_F036,WHY
Ses04M_script03_2_F037,THERE AREN'T ANY PEOPLE UPSTAIRS IT'S A PHOTOGRAPHER STUDIO
Ses04M_script03_2_F039,TURN IT ON AGAIN PLEASE
Ses04M_script03_2_F040,VERY WELL IF YOU INSIST ON BEING BOORISH AND IDIOTIC
Ses04M_script03_2_F041,GO AWAY GO AWAY I HATE YOU
Ses04M_script03_2_F042,YOU'RE FAR TOO TEMPERAMENTAL TRY TO CONTROL YOURSELF
Ses04M_script03_2_F043,SWAPT LESS AH
Ses04M_script03_2_F044,LISTEN INDEED I AM SICK AND TIRED OF LISTENING TO YOU YOU DAMNED SEDISTIC BULLY
Ses04M_script03_2_F045,STOP
Ses04M_script03_2_F046,DO I HATE YOU DO YOU HEAR ME YOU'RE CONCETED AND OVERBEARING AND UTTERLY IMPOSSIBLE
Ses04M_script03_2_F047,THIS IS THE END DO YOU UNDERSTAND THE END FINALLY AND FOR EVER NOT
Ses04M_script03_2_F048,OH YES I AM
Ses04M_script03_2_F049,LET GO OF ME YOU ARE A CRUEL QUEEN AND I HATE AND LOTH YOU DID GOD HAVE DISCOVERED IN TIME WHICH YOU REALLY LIKE
Ses04M_script03_2_F050,MARRY YOU AGAIN
Ses04M_script03_2_F051,NEVER NEVER NEVER I RATHER DIE AN TORMEN REATER BRUTES
Ses04M_script03_2_F052,OR WINE
Ses04F_script01_2_F000,WHY DID HE INVITE HER
Ses04F_script01_2_F001,IT'S BEEN THREE YEARS WHY ALL OF A SUDDEN
Ses04F_script01_2_F005,WHAT'S GOING ON HERE JOE
Ses04F_script01_2_F006,NO LINE
Ses04F_script01_2_F007,SHE'S NOT HIS GIRL JOE SHE KNOWS SHE'S NOT AND CAN'
Ses04F_script01_2_F008,THEN WHY IS SHE STILL SINGLE NEW YORK IS FULL OF MEN WHY HASN'T SHE MARRIED
Ses04F_script01_2_F009,PROBABLY A HUNDRED PEOPLE TOLD HER SHE'S FOOLISH BUT SHE'S WAITED
Ses04F_script01_2_F010,BECAUSE SHE KNOWS WHAT I KNOW THAT'S WHY SHE'S FAITHFUL AS A ROCK
Ses04F_script01_2_F016,SHE GOES TO SLEEP IN HIS ROOM AND HIS MEMORIAL BREAKS IN PIECES LOOK LOOK AT IT JOE
Ses04M_script02_2_F000,LOOK AT THIS GOOD HUCH
Ses04M_script02_2_F006,GOD DAMN IT AGE DON'T ASK ME THAT I HATE IT WHEN YOU ASK ME THAT YOU ALWAYS ASK ME THAT IT'S INSULTING AND
Ses04M_script02_2_F007,WE JUST HAVE DIFFERENT IDEAS ABOUT WHAT THIS EVENING IS SUPPOSED TO LOOK LIKE
Ses04M_script02_2_F009,WE NEVER DO DO WE HAVE WE EVER
Ses04M_script02_2_F013,I DID WANT TO SEE IT I ALWAYS DO I KEEP THINKING THIS TIME WILL BE THE TIME BUT IT NEVER IS
Ses04M_script02_2_F016,IT WAS ABOUT FOUR YEARS AGO RIGHT AFTER WE GOT MARRIED WE THOUGHT I WAS PREGNANT AND WE HAD A BOTTLE OF CHAMPAGNE BUT NO GLASSES DO YOU ASKED ME TO DANCE SO WE TOOK OFF OUR SHOES AND YOU POPPED THE CORK
Ses04M_script02_2_F018,DANCING BAREFOOT IN THE SAND DRINKING CHAMPAGNE FROM THE BOTTLE
Ses04M_script02_2_F019,WOULD RATHER NOT REMEMBER SOMETHINGS WOULD RATHER NOT HOPE FOR SOMETHING
Ses04M_script02_2_F020,NO
Ses04M_script02_2_F021,IL
Ses04M_script02_2_F025,NO
Ses04M_script02_2_F026,I WANT SOMETHING TO TURN OUT THE WAY IT SUPPOSED TO L
Ses04M_script02_2_F027,THIS WHAT WHAT IS THIS THIS ISN'T EVEN ANYTHING
Ses04M_script02_2_F028,IS ALL RIGHT SURE THIS IS STANDING ON THE BEACH THIS IS WAITING THIS IS FIGHTING
Ses04M_script02_2_F029,BUT THIS ISN'T ANYTHING LIKE I THOUGHT ANYTHING WOULD BE LIKE OR
Ses04M_script02_2_F032,I DIDN'T SAY THAT
Ses04M_script02_2_F035,KAY FINE SO WE'RE IN THE WRONG SPOT BAT WE'RE WITH THE RIGHT PERSON
Ses04M_script02_2_F036,AN I NOTICED THAT LOOKS PRETTY ON THE WATER DOESN'T IT BIG O WHITE MOON I'M SORRY OGGI
Ses04M_impro07_F002,I DIDN'T EVEN
Ses04M_impro07_F003,NO YOU APPLY TO YOU I THE
Ses04M_impro07_F004,THAT'S AMAZING HE AS SEEN IT ANTIEVIE UM WOW I MEAN WAT WHATD HE GIN A MAJR IN WHAT HE GING TO DO
Ses04M_impro07_F006,RITE
Ses04M_impro07_F007,YES
Ses04M_impro07_F008,IS YOUA SE KNOWN FOR ITS HISTORY BORAMOM
Ses04M_impro07_F009,IT KNOW IT'S A GREAT SCHOOL AND YOU KNOW
Ses04M_impro07_F010,IT'S ALL ABOUT THE CONNECTION I MENSER
Ses04M_impro07_F011,HORN YOU DID NOT JUST SAY TAON
Ses04M_impro07_F012,I KNOW YOU'RE GET EVERHIS OWN LOWS IS
Ses04M_impro07_F013,I'M WAS YOU DID
Ses04M_impro07_F014,THAT'S GREAT I MEAN I'M REALLY GLAD YOU'RE NOT GOINGT GO ANYWHERE YOU STILL BE HERE
Ses04M_impro07_F015,EVERYTHING IN ALLET IS TWENTY MINUTES AWAY HE
Ses04M_impro07_F016,YOUR DIVERS HAGE EA
Ses04M_impro07_F017,WHAT CONGRADUALLATION NOW
Ses04M_impro07_F018,NOW HOU
Ses04M_impro07_F022,BUT CIN GRASS ON MEYU AS SEE THING N
Ses04M_impro07_F023,THAT WHAT THE DE I MEAN NO
Ses04M_impro07_F026,OK IT WELL THAT'S COOL TOO BUT LIKE
Ses04M_impro07_F027,WOWS YOU ARE A WINNER AND A HALF
Ses04M_impro07_F036,SKIDMEY
Ses04M_impro07_F037,TI F NOW MOR
Ses04F_script02_2_F002,IT'S PAR SOMEBODY TOLD YOU BILL OF GOODS THAT THIS WONDERFUL EVENT IS GOING TO TAKE PLACE ON THE BEACH
Ses04F_script02_2_F005,GOD DAMN IT ORGE DON'T ASK ME THAT YOU ALWAYS ASK ME THAT I HATE IT WHEN YOU ASK ME THAT IT'S INSULTING
Ses04F_script02_2_F006,WE JUST HAVE DIFFERENT IDEAS ABOUT WHAT THIS EVENING IS SUPPOSED TO LOOK LIKE
Ses04F_script02_2_F007,FOR HEAVEN'S SAKE THIS IS NOT ABOUT FISH
Ses04F_script02_2_F008,MATONY SCEP YA OMERDIAN
Ses04F_script02_2_F009,FOR HEAVEN'S SAKE GROW UP WE ARE NOT GOING TO SEE THE GRUNYANS
Ses04F_script02_2_F010,WE NEVER DO DO WE HAVE WE EVER
Ses04F_script02_2_F011,TWICE AS EVERY TIME WE'VE TRIED THAT'S EVER
Ses04F_script02_2_F014,AND THE BISH WON'T SHUW UP
Ses04F_script02_2_F019,WE THOUGHT I WAS PREGNANT AND WE HAD A BOTTLE OF CHAMPAGNE BUT NO GLASSES YOU ASKED ME TO DANCE SO WE TOOK OFF OUR SHOES
Ses04F_script02_2_F020,AND YOU POPP THE CORK AND WHILE WE WERE DANCING YOU SAID THE SOFTEST MOST INTIMATE THINGS TO ME
Ses04F_script02_2_F021,RIGHT INTO MY EAR SO THAT I COULD HEAR THEM AS MUCH AS SO THAT I COULD FEEL THEM AS MUCH AS HEAR THEM
Ses04F_script02_2_F022,AND I REMEMBER THINKING THIS IS IT AT LAST AT LAST I'M AS HAPPY AS I M SUPPOSED TO BE GRAVE
Ses04F_script02_2_F023,DANCING BAREFOOT IN THE SAND DRINKING CHAMPAGNE FROM THE BON
Ses04F_script02_2_F024,I WOULD RATHER NOT REMEMBER SOME THINGS ID RATHER NOT HOPE FOR SOME THINGS
Ses04F_script02_2_F025,
Ses04F_script02_2_F026,NO
Ses04F_script02_2_F031,NO
Ses04F_script02_2_F033,THIS WHAT WHAT IS THIS THIS ISN'T EVEN ANYTHING
Ses04F_script02_2_F034,ALL RIGHT SURE THIS IS STANDING ON THE BEACH THIS IS WAITING THIS IS FIGHTING
Ses04F_script02_2_F037,I KNOW YOU ARE AGY REALLY I DO I KNOW YOU WANTED THIS TO BE SPECIAL AND NICE AND IT'S THE FULL MOON AND THE SAND AND ALL BUT I JUST COULDN'T HELP THINKING ABOUT BEING SOMEWHERE ELSE
Ses04F_script02_2_F041,SOMEBODY WHO KNEW HOW TO ENJOY HERSELF AND DIDN'T TAKE EVERYTHING SO HARD
Ses04F_script02_2_F043,AND I NOTICED THAT WHAT'S PRETTY ON THE WATER DOESN'T IT THEY GO WHITE MOON
Ses04F_script02_2_F044,OH IOU'VE BROUGHT REFRESHMENTS
Ses04F_script02_2_F045,WELL THEN I GUESS WE DON'T NEED GLASSES
Ses04F_script02_2_F046,OH I'M BEGINNING TO THINK YOU MIGHT BE RIGHT I THINK THIS MAY BE THE SPOT AFTER ALL AGGIE I'M SORRY
Ses04F_impro08_F000,HULLO THANK YOU FOR CALLING DELLTACKO CORPRIC CAN I HELP YOU
Ses04F_impro08_F001,T OH HAY WELL DID YOU GO THROUGH THE ONOMATED MEN YOU MOST OF YOUR REQUESTS CAN BE TAKEN CARE OF THROUGH TACIDID IN
Ses04F_impro08_F002,BOGE WIL I NO HATISH
Ses04F_impro08_F004,SIR CAN CAN YOU TELL ME WHICH BRANCH YOU WENT TO WE CAN START THERE
Ses04F_impro08_F005,O K AM AND WHAT WAS THE COMPLAINT
Ses04F_impro08_F006,AWDIN'T Y REALO MIERLIFIC SIR I ASKED FOR N
Ses04F_impro08_F008,WELL I'M VERY SORRY SORRY THEY SHOULD HAVE DEALT WITH IT AT THAT PARTICULAR BRANCH I APOLOGIZED FOR THAT AH BOOBE CAN HELP YOU THAT'S NO WORRIES WE CAN TAKE CARE OF THAT SO AM HOW MUCH DID YOU NEED TO BE REFUNDED
Ses04F_impro08_F009,A KAY UM I'M GOING TO GO A HEAD TRANCEFOR YOU OVER TO ANOTHER DEPARTMENT THAT HAS YOUR ADDRES WONG TO BE
Ses04F_impro08_F023,BUT I'M GIVING YOU WHAT YOU WINT NOW
Ses04F_impro01_F004,I DAD EXACTLY WHAT THEY TOLD ME TO DO
Ses04F_impro01_F008,SO I FIN TO THE BACK OF THE LINE FIVE AND AN TIME AR SE YEN
Ses04F_impro01_F009,WHAT IS IT THAT I DID WRONG ON THE FORM THAT I HAVE TO START ALL OVER AGAIN
Ses04F_impro01_F010,I GET WHAT I CAN DO THAT RIGHT HERE RIGHT NOW WITHOUT GOING TO THE BACK OF THE LINE AGAIN SEE LOOK  INITIAL I'LL DIE YOU READY TO GO
Ses04F_impro01_F012,RODAWAY I'M NOT STARTING OVER AGAIN NO I HAVE DONE THIS FIVE TIMES I AM NOT STARTING OVER AGAIN
Ses04F_impro01_F014,I MEAN LOOK SHES SHE'S PERFECTLY NICE I DOESN'T MY WAITING FOR A BUMBLE OF MINUTES BECAUSE I'VE BEEN HERE ALL DAY I HAVE A JOB TO GET BACK TO I'VE KIDS TO PICK UP FROM SCHOOL I CAN'T JUST STAY HERE
Ses04F_impro01_F016,THIS IS YOUR JOB OR JOB IN ME TO HELP PEOPLE LIKE ME WHO NEED TO GET A NEW LICENCE
Ses04F_impro01_F019,MIND TESTING THE ORBASHA FING
Ses04F_impro01_F021,I DON'T NEED TO BE I NEED TO GO AND DO OTHER THINGS WITH MY TIME OQU
Ses04F_impro01_F022,PLEASE JUST PUT THE FORM IN TAKE THE PICTURE LET ME GET MY LICENSE AND GET THE HELL OUT OF HERE PLEASE
Ses04M_script01_2_F000,WHY DID HE INVITE HER HERE
Ses04M_script01_2_F001,WIS A BALLY WAT
Ses04M_script01_2_F002,SHE'S BEEN IN NEW YORK THREE AND A HALF YEARS WHY ALL OF A SUDDEN MAE
Ses04M_script01_2_F003,NOBODY COMES SEVEN HUNDRED MILES JUST TO SEA
Ses04M_script01_2_F004,HE'S NOT GOING TO MARRY HER
Ses04M_script01_2_F005,IT'S GOT THAT ABOUT IT
Ses04M_script01_2_F006,WHAT'S GOING ON HERE JO
Ses04M_script01_2_F007,NALISIN NALIS AND KIT O
Ses04M_script01_2_F008,SHE'S NOT HIS GIRL JOE SHE KNOWS SHE'S NOT
Ses04M_script01_2_F009,THEN WHY IS SHES STILL SINGLE NEW YORK IS FULL OF MEN WHY HASN'T SHE MARRIED PROBABLY A HUNDRED PEOPLE TOLD HER SHE'S FOOLISH BUT SHE'S WAITED
Ses04M_script01_2_F010,BECAUSE SHE KNOWS WHAT I KNOW THAT'S WHY SHE'S FAITHFUL AS A ROCK IN MY WORST MOMENTS I THINK OF HER WAITING AND I KNOW AGAIN THAT I'M RIGHT
Ses04M_script01_2_F011,NOBODY IN THIS HOUSE DARES TAKE HER FAITH AWAY JO STRANGERS MIGHT BUT NOT HIS FATHER NOT HIS BROTHER
Ses04M_script01_2_F012,I WANT YOU TO ACT LIKE HE'S COMING BACK BOTH OF YOU DON'T THINK I HAVEN'T NOTICED YOU SINCE HE INVITED HER HERE I WON'T STAND FOR ANY NONSENSE
Ses04M_script01_2_F013,BECAUSE IF HE'S NOT COMING BACK I'LL KILL MYSELF
Ses04M_script01_2_F014,LAUGH LAUGH AT ME BUT WHY DID THAT HAPPEN THE VERY NIGHT THAT SHE CAME HERE
Ses04M_script01_2_F015,SHE GOES TO SLEEP IN HIS BED AND HIS MEMORIAL BREAKS IN PIECES LOOK LOOK AT IT JOE
Ses04M_script01_2_F016,BELIEVE WITH ME JOE I CAN'T STAND ALL ALONE ONG
Ses04M_script01_2_F018,YOU ABOVE ALL HAVE GOT TO BELIEVE YOU WHY
Ses04M_script01_2_F020,I CAN'T HELP IT
Ses04F_impro06_F000,THANKS
Ses04F_impro06_F001,YOU KNOW IT'S JUST I S DO YOU KNOW I MEAN IT JUST HAPPEN I JUST I DUS LIKE I JUST KEEP EXPECTING HIM TO WALK IN YOU KNOW
Ses04F_impro06_F002,AS I JUST THOUGHT YOU WOULD HAVE LONGER YOU KNOW CAUSE I I MEAN WHEN HE FOUND OUT HE WAS SICK YOU WE KNEW THAT WASN'T GOOD BUT I JUST I JUST THOUGHT T IT WOULD TAKE LONGER YOU KNOW
Ses04F_impro06_F003,YE I DON'T I KNOW SLIK
Ses04F_impro06_F004,I NOTED BUT I'D RATHER HAVE HIM HEAR WIT ME YO KNOW HI JIS NOT FAIR I MEAN HE I THANK IT TO DO LIKE ANYTHING I MEAN HE WAS
Ses04F_impro06_F005,IT'S ONLY TWENTY FOUR AND SO MANY THINGS THAT WERE WE GING TO DO YOU KNOW AND NOW HE WON'T GET TO DO THEM AND HE WON'T GET TO BE HERE WHEN I DO YOU KNOW LIKE I'LL GET MARRIED SOME DAY AND HE WON'T BE THERE LIKE HE WON'T GET TO SEE THAT
Ses04F_impro06_F006,IT DOESN'T SEEM FAIR
Ses04F_impro06_F007,THANK YOU FOR BEING HERE
Ses04F_impro06_F008,HE CA PROBABLY RIT Y PROBABLY BEFASSE WE WERE ALL SITTING AROUND BEING UPSETEMATE MAD WONE US TO HAVE A PARTY
Ses04F_impro06_F009,AND A DRINK IN HIS HONOUR HA HA HA
Ses04F_impro06_F010,DER NOT
Ses04F_script01_3_F009,I GUESS THIS IS WHY I CAME
Ses04F_script01_3_F010,CHRIS I'VE BEEN READY A LONG LONG TIME
Ses04F_script01_3_F012,YOU STARTED TO RIPE ME
Ses04F_script01_3_F013,EVERYDAY FENCE
Ses04F_script01_3_F014,I WAS WAITING FOR YOU CHRIS TILL THEN YOU NEVER WROTE AND THEN WHEN YOU DID WHAT DID YOU SAY I MEAN YOU SURE TO AM BE AMBIGUOUS YOU KNOW
Ses04F_script01_3_F015,I'LL NEVER FORGIVE YOU WHY DID YOU WAIT ALL THESE YEARS ALL I'VE DONE O SIT AND WONDER IF I WAS CRAZY FOR THINKING OF YOU
Ses04F_script01_3_F023,YAS SURE
Ses04F_script01_3_F024,HOW MANY
Ses04F_script01_3_F030,WHAT'LL I DO WITH A FORTUNE
Ses04F_script03_2_F005,WHAT OF IT
Ses04F_script03_2_F012,IT'S BECOME A HABIT WITH YOU
Ses04F_script03_2_F013,OH DON'T BE SO STUPID
Ses04F_script03_2_F014,WHAT
Ses04F_script03_2_F019,IT DOESN'T SEEM TO HAVE WORKED SUCH WONDERS WITH YOU
Ses04F_script03_2_F020,LAND ADDERS DON'T SNAP THEY STING NON
Ses04F_script03_2_F021,THEY STING
Ses04F_script03_2_F022,I DON'T CARE OHDA IT YOU UNDERSTAND I DON'T CARE I DON'T MIND IF THEY BARK AND ROLL ABOUT LIKE HOOPS
Ses04F_script03_2_F023,YES I DID QUITE A LOT
Ses04F_script03_2_F024,MIND YOUR OWN BUSINESS
Ses04F_script03_2_F025,YOU'RE QUITE INSUFFERABLE I EXPECT IT'S BECAUSE YOU'RE DRUNK I NE
Ses04F_script03_2_F026,B YOU ALWAYS HAD A WEAK HEAD
Ses04F_script03_2_F027,ON THE CONTRARY A CHILD OF TWO COULD GET VIOLENTLY DRUNK ON ONLY ONE CLASS OF BRANRENGS
Ses04F_script03_2_F028,NO THOS SHUT UP
Ses04F_script03_2_F029,NOT VERY FUNNY DEAR YOU'D BETTER HAVE SOME MORE BRANDY
Ses04F_script03_2_F030,WHY
Ses04F_script03_2_F031,THERE IS NO ONE UPSTAIRS IT'S A PHOTOGRAPHER STUDIO
Ses04F_script03_2_F034,VERY WELL IF YOU INSIST ON BEING BOORISH AND IDIOTIC
Ses04F_script03_2_F035,YOUR FAR TOO TEMPERAMENTAL TRY TO CONTROL YOURSELF
Ses04F_script03_2_F036,GO AWAY GO AWAY I HATE YOU
Ses04F_script03_2_F037,LITTELITTE LISTEN INDEED I'M SICK AND TIRED OF LISTENING TO YOU YOU DAMN IT AS A MULLAS
Ses04F_script03_2_F038,STOP
Ses04F_script03_2_F039,STOP STOP I HATE JEWS AS YOU HEAR YOU'RE CONCEITED AN OVERBEARING AN UTTERLY IMPOSSIBLE MASI
Ses04F_script03_2_F040,THIS IS THE END DO YOU UNDERSTAND THE END
Ses04F_script03_2_F041,FINALLY AND FOREVER RORING YOU
Ses04F_script03_2_F042,I SO I AM LET GO AND
Ses04F_script03_2_F043,OH I AIN'T THE GOOD THING THAT I GOT OUT IN TIME WHUCH AR REALLY LIKE MARRY YOU A IT NEVER NEVER NEVER
Ses04F_script03_2_F044,I'D RATHER DIE IN TORMENT IN O OREASN TA I ROAD  CAT SWINE
